
[00:00:00.000 --> 00:00:29.960]   No other love, no other gods before you. Give me an undivided heart, that I may fear your name. Give me an undivided heart.
[01:08:28.120 --> 01:08:30.120]   [PAUSE FOR READING]
[01:08:30.120 --> 01:08:32.120]   [PAUSE FOR READING]
[01:08:32.120 --> 01:08:34.120]   [PAUSE FOR READING]
[01:08:34.120 --> 01:08:36.120]   [PAUSE FOR READING]
[01:08:36.120 --> 01:08:38.120]   [PAUSE FOR READING]
[01:08:38.120 --> 01:08:40.120]   [PAUSE FOR READING]
[01:08:40.120 --> 01:08:42.120]   [PAUSE FOR READING]
[01:08:42.120 --> 01:08:44.120]   [PAUSE FOR READING]
[01:08:44.120 --> 01:08:46.120]   [PAUSE FOR READING]
[01:08:46.120 --> 01:08:48.120]   [PAUSE FOR READING]
[01:08:48.120 --> 01:08:50.120]   [PAUSE FOR READING]
[01:08:50.120 --> 01:08:52.120]   [PAUSE FOR READING]
[01:08:52.120 --> 01:08:54.120]   [PAUSE FOR READING]
[01:08:54.120 --> 01:08:56.120]   [PAUSE FOR READING]
[01:08:56.120 --> 01:08:58.120]   [PAUSE FOR READING]
[01:08:58.120 --> 01:09:00.120]   [PAUSE FOR READING]
[01:09:00.120 --> 01:09:02.120]   [PAUSE FOR READING]
[01:09:02.120 --> 01:09:04.120]   [PAUSE FOR READING]
[01:09:04.120 --> 01:09:06.120]   [PAUSE FOR READING]
[01:09:06.120 --> 01:09:08.120]   [PAUSE FOR READING]
[01:09:08.120 --> 01:09:10.120]   [PAUSE FOR READING]
[01:09:10.120 --> 01:09:12.120]   [PAUSE FOR READING]
[01:09:12.120 --> 01:09:14.120]   [PAUSE FOR READING]
[01:09:14.120 --> 01:09:16.120]   [PAUSE FOR READING]
[01:09:16.120 --> 01:09:18.120]   [PAUSE FOR READING]
[01:09:18.120 --> 01:09:20.120]   [PAUSE FOR READING]
[01:09:20.120 --> 01:09:22.120]   [PAUSE FOR READING]
[01:09:22.120 --> 01:09:24.120]   [PAUSE FOR READING]
[01:09:24.120 --> 01:09:26.120]   [PAUSE FOR READING]
[01:09:26.120 --> 01:09:28.120]   [PAUSE FOR READING]
[01:09:28.120 --> 01:09:30.120]   [PAUSE FOR READING]
[01:09:30.120 --> 01:09:32.120]   [PAUSE FOR READING]
[01:09:32.120 --> 01:09:34.120]   [PAUSE FOR READING]
[01:09:34.120 --> 01:09:36.120]   [PAUSE FOR READING]
[01:09:36.120 --> 01:09:38.120]   [PAUSE FOR READING]
[01:09:38.120 --> 01:09:40.120]   [PAUSE FOR READING]
[01:09:40.120 --> 01:09:42.120]   [PAUSE FOR READING]
[01:09:42.120 --> 01:09:44.120]   [PAUSE FOR READING]
[01:09:44.120 --> 01:09:46.120]   [PAUSE FOR READING]
[01:09:46.120 --> 01:09:48.120]   [PAUSE FOR READING]
[01:09:48.120 --> 01:09:50.120]   [PAUSE FOR READING]
[01:09:50.120 --> 01:09:52.120]   [PAUSE FOR READING]
[01:09:52.120 --> 01:09:54.120]   [PAUSE FOR READING]
[01:09:54.120 --> 01:09:56.120]   [PAUSE FOR READING]
[01:09:56.120 --> 01:09:58.120]   [PAUSE FOR READING]
[01:09:58.120 --> 01:10:00.120]   [PAUSE FOR READING]
[01:10:00.120 --> 01:10:02.120]   [PAUSE FOR READING]
[01:10:02.120 --> 01:10:04.120]   [PAUSE FOR READING]
[01:10:04.120 --> 01:10:06.120]   [PAUSE FOR READING]
[01:10:06.120 --> 01:10:08.120]   [PAUSE FOR READING]
[01:10:08.120 --> 01:10:10.120]   [PAUSE FOR READING]
[01:10:10.120 --> 01:10:12.120]   [PAUSE FOR READING]
[01:10:12.120 --> 01:10:14.120]   [PAUSE FOR READING]
[01:10:14.120 --> 01:10:16.120]   [PAUSE FOR READING]
[01:10:16.120 --> 01:10:18.120]   [PAUSE FOR READING]
[01:10:18.120 --> 01:10:20.120]   [PAUSE FOR READING]
[01:10:20.120 --> 01:10:22.120]   [PAUSE FOR READING]
[01:10:22.120 --> 01:10:24.120]   [PAUSE FOR READING]
[01:10:24.120 --> 01:10:26.120]   [PAUSE FOR READING]
[01:10:26.120 --> 01:10:28.120]   [PAUSE FOR READING]
[01:10:28.120 --> 01:10:30.120]   [PAUSE FOR READING]
[01:10:30.120 --> 01:10:32.120]   [PAUSE FOR READING]
[01:10:32.120 --> 01:10:34.120]   [PAUSE FOR READING]
[01:10:34.120 --> 01:10:36.120]   [PAUSE FOR READING]
[01:10:36.120 --> 01:10:38.120]   [PAUSE FOR READING]
[01:10:38.120 --> 01:10:40.120]   [PAUSE FOR READING]
[01:10:40.120 --> 01:10:42.120]   [PAUSE FOR READING]
[01:10:42.120 --> 01:10:44.120]   [PAUSE FOR READING]
[01:10:44.120 --> 01:10:46.120]   [PAUSE FOR READING]
[01:10:46.120 --> 01:10:48.120]   [PAUSE FOR READING]
[01:10:48.120 --> 01:10:50.120]   [PAUSE FOR READING]
[01:10:50.120 --> 01:10:52.120]   [PAUSE FOR READING]
[01:10:52.120 --> 01:10:54.120]   [PAUSE FOR READING]
[01:10:54.120 --> 01:10:56.120]   [PAUSE FOR READING]
[01:10:56.120 --> 01:10:58.120]   [PAUSE FOR READING]
[01:10:58.120 --> 01:11:00.120]   [PAUSE FOR READING]
[01:11:00.120 --> 01:11:02.120]   [PAUSE FOR READING]
[01:11:02.120 --> 01:11:04.120]   [PAUSE FOR READING]
[01:11:04.120 --> 01:11:06.120]   [PAUSE FOR READING]
[01:11:06.120 --> 01:11:08.120]   [PAUSE FOR READING]
[01:11:08.120 --> 01:11:10.120]   [PAUSE FOR READING]
[01:11:10.120 --> 01:11:12.120]   [PAUSE FOR READING]
[01:11:12.120 --> 01:11:14.120]   [PAUSE FOR READING]
[01:11:14.120 --> 01:11:16.120]   [PAUSE FOR READING]
[01:11:16.120 --> 01:11:18.120]   [PAUSE FOR READING]
[01:11:18.120 --> 01:11:20.120]   [PAUSE FOR READING]
[01:11:20.120 --> 01:11:22.120]   [PAUSE FOR READING]
[01:11:22.120 --> 01:11:24.120]   [PAUSE FOR READING]
[01:11:24.120 --> 01:11:26.120]   [PAUSE FOR READING]
[01:11:26.120 --> 01:11:28.120]   [PAUSE FOR READING]
[01:11:28.120 --> 01:11:30.120]   [PAUSE FOR READING]
[01:11:30.120 --> 01:11:32.120]   [PAUSE FOR READING]
[01:11:32.120 --> 01:11:34.120]   [PAUSE FOR READING]
[01:11:34.120 --> 01:11:36.120]   [PAUSE FOR READING]
[01:11:36.120 --> 01:11:38.120]   [PAUSE FOR READING]
[01:11:38.120 --> 01:11:40.120]   [PAUSE FOR READING]
[01:11:40.120 --> 01:11:42.120]   [PAUSE FOR READING]
[01:11:42.120 --> 01:11:44.120]   [PAUSE FOR READING]
[01:11:44.120 --> 01:11:46.120]   [PAUSE FOR READING]
[01:11:46.120 --> 01:11:48.120]   [PAUSE FOR READING]
[01:11:48.120 --> 01:11:50.120]   [PAUSE FOR READING]
[01:11:50.120 --> 01:11:52.120]   [PAUSE FOR READING]
[01:11:52.120 --> 01:11:54.120]   [PAUSE FOR READING]
[01:11:54.120 --> 01:11:56.120]   [PAUSE FOR READING]
[01:11:56.120 --> 01:11:58.120]   [PAUSE FOR READING]
[01:11:58.120 --> 01:12:00.120]   [PAUSE FOR READING]
[01:12:00.120 --> 01:12:02.120]   [PAUSE FOR READING]
[01:12:02.120 --> 01:12:04.120]   [PAUSE FOR READING]
[01:12:04.120 --> 01:12:06.120]   [PAUSE FOR READING]
[01:12:06.120 --> 01:12:08.120]   [PAUSE FOR READING]
[01:12:08.120 --> 01:12:10.120]   [PAUSE FOR READING]
[01:12:10.120 --> 01:12:12.120]   [PAUSE FOR READING]
[01:12:12.120 --> 01:12:14.120]   [PAUSE FOR READING]
[01:12:14.120 --> 01:12:16.120]   [PAUSE FOR READING]
[01:12:16.120 --> 01:12:18.120]   [PAUSE FOR READING]
[01:12:18.120 --> 01:12:20.120]   [PAUSE FOR READING]
[01:12:20.120 --> 01:12:22.120]   [PAUSE FOR READING]
[01:12:22.120 --> 01:12:24.120]   [PAUSE FOR READING]
[01:12:24.120 --> 01:12:26.120]   [PAUSE FOR READING]
[01:12:26.120 --> 01:12:28.120]   [PAUSE FOR READING]
[01:12:28.120 --> 01:12:30.120]   [PAUSE FOR READING]
[01:12:30.120 --> 01:12:32.120]   [PAUSE FOR READING]
[01:12:32.120 --> 01:12:34.120]   [PAUSE FOR READING]
[01:12:34.120 --> 01:12:36.120]   [PAUSE FOR READING]
[01:12:36.120 --> 01:12:38.120]   [PAUSE FOR READING]
[01:12:38.120 --> 01:12:40.120]   [PAUSE FOR READING]
[01:12:40.120 --> 01:12:42.120]   [PAUSE FOR READING]
[01:12:42.120 --> 01:12:44.120]   [PAUSE FOR READING]
[01:12:44.120 --> 01:12:46.120]   [PAUSE FOR READING]
[01:12:46.120 --> 01:12:48.120]   [PAUSE FOR READING]
[01:12:48.120 --> 01:12:50.120]   [PAUSE FOR READING]
[01:12:50.120 --> 01:12:52.120]   [PAUSE FOR READING]
[01:12:52.120 --> 01:12:54.120]   [PAUSE FOR READING]
[01:12:54.120 --> 01:12:56.120]   [PAUSE FOR READING]
[01:12:56.120 --> 01:12:58.120]   [PAUSE FOR READING]
[01:12:58.120 --> 01:13:00.120]   [PAUSE FOR READING]
[01:13:00.120 --> 01:13:02.120]   [PAUSE FOR READING]
[01:13:02.120 --> 01:13:04.120]   [PAUSE FOR READING]
[01:13:04.120 --> 01:13:06.120]   [PAUSE FOR READING]
[01:13:06.120 --> 01:13:08.120]   [PAUSE FOR READING]
[01:13:08.120 --> 01:13:10.120]   [PAUSE FOR READING]
[01:13:10.120 --> 01:13:12.120]   [PAUSE FOR READING]
[01:13:12.120 --> 01:13:14.120]   [PAUSE FOR READING]
[01:13:14.120 --> 01:13:16.120]   [PAUSE FOR READING]
[01:13:16.120 --> 01:13:18.120]   [PAUSE FOR READING]
[01:13:18.120 --> 01:13:20.120]   [PAUSE FOR READING]
[01:13:20.120 --> 01:13:22.120]   [PAUSE FOR READING]
[01:13:22.120 --> 01:13:24.120]   [PAUSE FOR READING]
[01:13:24.120 --> 01:13:26.120]   [PAUSE FOR READING]
[01:13:26.120 --> 01:13:28.120]   [PAUSE FOR READING]
[01:13:28.120 --> 01:13:30.120]   [PAUSE FOR READING]
[01:13:30.120 --> 01:13:32.120]   [PAUSE FOR READING]
[01:13:32.120 --> 01:13:34.120]   [PAUSE FOR READING]
[01:13:34.120 --> 01:13:36.120]   [PAUSE FOR READING]
[01:13:36.120 --> 01:13:38.120]   [PAUSE FOR READING]
[01:13:38.120 --> 01:13:40.120]   [PAUSE FOR READING]
[01:13:40.120 --> 01:13:42.120]   [PAUSE FOR READING]
[01:13:42.120 --> 01:13:44.120]   [PAUSE FOR READING]
[01:13:44.120 --> 01:13:46.120]   [PAUSE FOR READING]
[01:13:46.120 --> 01:13:48.120]   [PAUSE FOR READING]
[01:13:48.120 --> 01:13:50.120]   [PAUSE FOR READING]
[01:13:50.120 --> 01:13:52.120]   [PAUSE FOR READING]
[01:13:52.120 --> 01:13:54.120]   [PAUSE FOR READING]
[01:13:54.120 --> 01:13:56.120]   [PAUSE FOR READING]
[01:13:56.120 --> 01:13:58.120]   [PAUSE FOR READING]
[01:13:58.120 --> 01:14:00.120]   [PAUSE FOR READING]
[01:14:00.120 --> 01:14:02.120]   [PAUSE FOR READING]
[01:14:02.120 --> 01:14:04.120]   [PAUSE FOR READING]
[01:14:04.120 --> 01:14:06.120]   [PAUSE FOR READING]
[01:14:06.120 --> 01:14:08.120]   [PAUSE FOR READING]
[01:14:08.120 --> 01:14:10.120]   [PAUSE FOR READING]
[01:14:10.120 --> 01:14:12.120]   [PAUSE FOR READING]
[01:14:12.120 --> 01:14:14.120]   [PAUSE FOR READING]
[01:14:14.120 --> 01:14:16.120]   [PAUSE FOR READING]
[01:14:16.120 --> 01:14:18.120]   [PAUSE FOR READING]
[01:14:18.120 --> 01:14:20.120]   [PAUSE FOR READING]
[01:14:20.120 --> 01:14:22.120]   [PAUSE FOR READING]
[01:14:22.120 --> 01:14:24.120]   [PAUSE FOR READING]
[01:14:24.120 --> 01:14:26.120]   [PAUSE FOR READING]
[01:14:26.120 --> 01:14:28.120]   [PAUSE FOR READING]
[01:14:28.120 --> 01:14:30.120]   [PAUSE FOR READING]
[01:14:30.120 --> 01:14:32.120]   [PAUSE FOR READING]
[01:14:32.120 --> 01:14:34.120]   [PAUSE FOR READING]
[01:14:34.120 --> 01:14:36.120]   [PAUSE FOR READING]
[01:14:36.120 --> 01:14:38.120]   [PAUSE FOR READING]
[01:14:38.120 --> 01:14:40.120]   [PAUSE FOR READING]
[01:14:40.120 --> 01:14:42.120]   [PAUSE FOR READING]
[01:14:42.120 --> 01:14:44.120]   [PAUSE FOR READING]
[01:14:44.120 --> 01:14:46.120]   [PAUSE FOR READING]
[01:14:46.120 --> 01:14:48.120]   [PAUSE FOR READING]
[01:14:48.120 --> 01:14:50.120]   [PAUSE FOR READING]
[01:14:50.120 --> 01:14:52.120]   [PAUSE FOR READING]
[01:14:52.120 --> 01:14:54.120]   [PAUSE FOR READING]
[01:14:54.120 --> 01:14:56.120]   [PAUSE FOR READING]
[01:14:56.120 --> 01:14:58.120]   [PAUSE FOR READING]
[01:14:58.120 --> 01:15:00.120]   [PAUSE FOR READING]
[01:15:00.120 --> 01:15:02.120]   [PAUSE FOR READING]
[01:15:02.120 --> 01:15:04.120]   [PAUSE FOR READING]
[01:15:04.120 --> 01:15:06.120]   [PAUSE FOR READING]
[01:15:06.120 --> 01:15:08.120]   [PAUSE FOR READING]
[01:15:08.120 --> 01:15:10.120]   [PAUSE FOR READING]
[01:15:10.120 --> 01:15:12.120]   [PAUSE FOR READING]
[01:15:12.120 --> 01:15:14.120]   [PAUSE FOR READING]
[01:15:14.120 --> 01:15:16.120]   [PAUSE FOR READING]
[01:15:16.120 --> 01:15:18.120]   [PAUSE FOR READING]
[01:15:18.120 --> 01:15:20.120]   [PAUSE FOR READING]
[01:15:20.120 --> 01:15:22.120]   [PAUSE FOR READING]
[01:15:22.120 --> 01:15:24.120]   [PAUSE FOR READING]
[01:15:24.120 --> 01:15:26.120]   [PAUSE FOR READING]
[01:15:26.120 --> 01:15:28.120]   [PAUSE FOR READING]
[01:15:28.120 --> 01:15:30.120]   [PAUSE FOR READING]
[01:15:30.120 --> 01:15:32.120]   [PAUSE FOR READING]
[01:15:32.120 --> 01:15:34.120]   [PAUSE FOR READING]
[01:15:34.120 --> 01:15:36.120]   [PAUSE FOR READING]
[01:15:36.120 --> 01:15:38.120]   [PAUSE FOR READING]
[01:15:38.120 --> 01:15:40.120]   [PAUSE FOR READING]
[01:15:40.120 --> 01:15:42.120]   [PAUSE FOR READING]
[01:15:42.120 --> 01:15:44.120]   [PAUSE FOR READING]
[01:15:44.120 --> 01:15:46.120]   [PAUSE FOR READING]
[01:15:46.120 --> 01:15:48.120]   [PAUSE FOR READING]
[01:15:48.120 --> 01:15:50.120]   [PAUSE FOR READING]
[01:15:50.120 --> 01:15:52.120]   [PAUSE FOR READING]
[01:15:52.120 --> 01:15:54.120]   [PAUSE FOR READING]
[01:15:54.120 --> 01:15:56.120]   [PAUSE FOR READING]
[01:15:56.120 --> 01:15:58.120]   [PAUSE FOR READING]
[01:15:58.120 --> 01:16:00.120]   [PAUSE FOR READING]
[01:16:00.120 --> 01:16:02.120]   [PAUSE FOR READING]
[01:16:02.120 --> 01:16:04.120]   [PAUSE FOR READING]
[01:16:04.120 --> 01:16:06.120]   [PAUSE FOR READING]
[01:16:06.120 --> 01:16:08.120]   [PAUSE FOR READING]
[01:16:08.120 --> 01:16:10.120]   [PAUSE FOR READING]
[01:16:10.120 --> 01:16:12.120]   [PAUSE FOR READING]
[01:16:12.120 --> 01:16:14.120]   [PAUSE FOR READING]
[01:16:14.120 --> 01:16:16.120]   [PAUSE FOR READING]
[01:16:16.120 --> 01:16:18.120]   [PAUSE FOR READING]
[01:16:18.120 --> 01:16:20.120]   [PAUSE FOR READING]
[01:16:20.120 --> 01:16:22.120]   [PAUSE FOR READING]
[01:16:22.120 --> 01:16:24.120]   [PAUSE FOR READING]
[01:16:24.120 --> 01:16:26.120]   [PAUSE FOR READING]
[01:16:26.120 --> 01:16:28.120]   [PAUSE FOR READING]
[01:16:28.120 --> 01:16:30.120]   [PAUSE FOR READING]
[01:16:30.120 --> 01:16:32.120]   [PAUSE FOR READING]
[01:16:32.120 --> 01:16:34.120]   [PAUSE FOR READING]
[01:16:34.120 --> 01:16:36.120]   [PAUSE FOR READING]
[01:16:36.120 --> 01:16:38.120]   [PAUSE FOR READING]
[01:16:38.120 --> 01:16:40.120]   [PAUSE FOR READING]
[01:16:40.120 --> 01:16:42.120]   [PAUSE FOR READING]
[01:16:42.120 --> 01:16:44.120]   [PAUSE FOR READING]
[01:16:44.120 --> 01:16:46.120]   [PAUSE FOR READING]
[01:16:46.120 --> 01:16:48.120]   [PAUSE FOR READING]
[01:16:48.120 --> 01:16:50.120]   [PAUSE FOR READING]
[01:16:50.120 --> 01:16:52.120]   [PAUSE FOR READING]
[01:16:52.120 --> 01:16:54.120]   [PAUSE FOR READING]
[01:16:54.120 --> 01:16:56.120]   [PAUSE FOR READING]
[01:16:56.120 --> 01:16:58.120]   [PAUSE FOR READING]
[01:16:58.120 --> 01:17:00.120]   [PAUSE FOR READING]
[01:17:00.120 --> 01:17:02.120]   [PAUSE FOR READING]
[01:17:02.120 --> 01:17:04.120]   [PAUSE FOR READING]
[01:17:04.120 --> 01:17:06.120]   [PAUSE FOR READING]
[01:17:06.120 --> 01:17:08.120]   [PAUSE FOR READING]
[01:17:08.120 --> 01:17:10.120]   [PAUSE FOR READING]
[01:17:10.120 --> 01:17:12.120]   [PAUSE FOR READING]
[01:17:12.120 --> 01:17:14.120]   [PAUSE FOR READING]
[01:17:14.120 --> 01:17:16.120]   [PAUSE FOR READING]
[01:17:16.120 --> 01:17:18.120]   [PAUSE FOR READING]
[01:17:18.120 --> 01:17:20.120]   [PAUSE FOR READING]
[01:17:20.120 --> 01:17:22.120]   [PAUSE FOR READING]
[01:17:22.120 --> 01:17:24.120]   [PAUSE FOR READING]
[01:17:24.120 --> 01:17:26.120]   [PAUSE FOR READING]
[01:17:26.120 --> 01:17:28.120]   [PAUSE FOR READING]
[01:17:28.120 --> 01:17:30.120]   [PAUSE FOR READING]
[01:17:30.120 --> 01:17:32.120]   [PAUSE FOR READING]
[01:17:32.120 --> 01:17:34.120]   [PAUSE FOR READING]
[01:17:34.120 --> 01:17:36.120]   [PAUSE FOR READING]
[01:17:36.120 --> 01:17:38.120]   [PAUSE FOR READING]
[01:17:38.120 --> 01:17:40.120]   [PAUSE FOR READING]
[01:17:40.120 --> 01:17:42.120]   [PAUSE FOR READING]
[01:17:42.120 --> 01:17:44.120]   [PAUSE FOR READING]
[01:17:44.120 --> 01:17:46.120]   [PAUSE FOR READING]
[01:17:46.120 --> 01:17:48.120]   [PAUSE FOR READING]
[01:17:48.120 --> 01:17:50.120]   [PAUSE FOR READING]
[01:17:50.120 --> 01:17:52.120]   [PAUSE FOR READING]
[01:17:52.120 --> 01:17:54.120]   [PAUSE FOR READING]
[01:17:54.120 --> 01:17:56.120]   [PAUSE FOR READING]
[01:17:56.120 --> 01:17:58.120]   [PAUSE FOR READING]
[01:17:58.120 --> 01:18:00.120]   [PAUSE FOR READING]
[01:18:00.120 --> 01:18:02.120]   [PAUSE FOR READING]
[01:18:02.120 --> 01:18:04.120]   [PAUSE FOR READING]
[01:18:04.120 --> 01:18:06.120]   [PAUSE FOR READING]
[01:18:06.120 --> 01:18:08.120]   [PAUSE FOR READING]
[01:18:08.120 --> 01:18:10.120]   [PAUSE FOR READING]
[01:18:10.120 --> 01:18:12.120]   [PAUSE FOR READING]
[01:18:12.120 --> 01:18:14.120]   [PAUSE FOR READING]
[01:18:14.120 --> 01:18:16.120]   [PAUSE FOR READING]
[01:18:16.120 --> 01:18:18.120]   [PAUSE FOR READING]
[01:18:18.120 --> 01:18:20.120]   [PAUSE FOR READING]
[01:18:20.120 --> 01:18:22.120]   [PAUSE FOR READING]
[01:18:22.120 --> 01:18:24.120]   [PAUSE FOR READING]
[01:18:24.120 --> 01:18:26.120]   [PAUSE FOR READING]
[01:18:26.120 --> 01:18:28.120]   [PAUSE FOR READING]
[01:18:28.120 --> 01:18:30.120]   [PAUSE FOR READING]
[01:18:30.120 --> 01:18:32.120]   [PAUSE FOR READING]
[01:18:32.120 --> 01:18:34.120]   [PAUSE FOR READING]
[01:18:34.120 --> 01:18:36.120]   [PAUSE FOR READING]
[01:18:36.120 --> 01:18:38.120]   [PAUSE FOR READING]
[01:18:38.120 --> 01:18:40.120]   [PAUSE FOR READING]
[01:18:40.120 --> 01:18:42.120]   [PAUSE FOR READING]
[01:18:42.120 --> 01:18:44.120]   [PAUSE FOR READING]
[01:18:44.120 --> 01:18:46.120]   [PAUSE FOR READING]
[01:18:46.120 --> 01:18:48.120]   [PAUSE FOR READING]
[01:18:48.120 --> 01:18:50.120]   [PAUSE FOR READING]
[01:18:50.120 --> 01:18:52.120]   [PAUSE FOR READING]
[01:18:52.120 --> 01:18:54.120]   [PAUSE FOR READING]
[01:18:54.120 --> 01:18:56.120]   [PAUSE FOR READING]
[01:18:56.120 --> 01:18:58.120]   [PAUSE FOR READING]
[01:18:58.120 --> 01:19:00.120]   [PAUSE FOR READING]
[01:19:00.120 --> 01:19:02.120]   [PAUSE FOR READING]
[01:19:02.120 --> 01:19:04.120]   [PAUSE FOR READING]
[01:19:04.120 --> 01:19:06.120]   [PAUSE FOR READING]
[01:19:06.120 --> 01:19:08.120]   [PAUSE FOR READING]
[01:19:08.120 --> 01:19:10.120]   [PAUSE FOR READING]
[01:19:10.120 --> 01:19:12.120]   [PAUSE FOR READING]
[01:19:12.120 --> 01:19:14.120]   [PAUSE FOR READING]
[01:19:14.120 --> 01:19:16.120]   [PAUSE FOR READING]
[01:19:16.120 --> 01:19:18.120]   [PAUSE FOR READING]
[01:19:18.120 --> 01:19:20.120]   [PAUSE FOR READING]
[01:19:20.120 --> 01:19:22.120]   [PAUSE FOR READING]
[01:19:22.120 --> 01:19:24.120]   [PAUSE FOR READING]
[01:19:24.120 --> 01:19:26.120]   [PAUSE FOR READING]
[01:19:26.120 --> 01:19:28.120]   [PAUSE FOR READING]
[01:19:28.120 --> 01:19:30.120]   [PAUSE FOR READING]
[01:19:30.120 --> 01:19:32.120]   [PAUSE FOR READING]
[01:19:32.120 --> 01:19:34.120]   [PAUSE FOR READING]
[01:19:34.120 --> 01:19:36.120]   [PAUSE FOR READING]
[01:19:36.120 --> 01:19:38.120]   [PAUSE FOR READING]
[01:19:38.120 --> 01:19:40.120]   [PAUSE FOR READING]
[01:19:40.120 --> 01:19:42.120]   [PAUSE FOR READING]
[01:19:42.120 --> 01:19:44.120]   [PAUSE FOR READING]
[01:19:44.120 --> 01:19:46.120]   [PAUSE FOR READING]
[01:19:46.120 --> 01:19:48.120]   [PAUSE FOR READING]
[01:19:48.120 --> 01:19:50.120]   [PAUSE FOR READING]
[01:19:50.120 --> 01:19:52.120]   [PAUSE FOR READING]
[01:19:52.120 --> 01:19:54.120]   [PAUSE FOR READING]
[01:19:54.120 --> 01:19:56.120]   [PAUSE FOR READING]
[01:19:56.120 --> 01:19:58.120]   [PAUSE FOR READING]
[01:19:58.120 --> 01:20:00.120]   [PAUSE FOR READING]
[01:20:00.120 --> 01:20:02.120]   [PAUSE FOR READING]
[01:20:02.120 --> 01:20:04.120]   [PAUSE FOR READING]
[01:20:04.120 --> 01:20:06.120]   [PAUSE FOR READING]
[01:20:06.120 --> 01:20:08.120]   [PAUSE FOR READING]
[01:20:08.120 --> 01:20:10.120]   [PAUSE FOR READING]
[01:20:10.120 --> 01:20:12.120]   [PAUSE FOR READING]
[01:20:12.120 --> 01:20:14.120]   [PAUSE FOR READING]
[01:20:14.120 --> 01:20:16.120]   [PAUSE FOR READING]
[01:20:16.120 --> 01:20:18.120]   [PAUSE FOR READING]
[01:20:18.120 --> 01:20:20.120]   [PAUSE FOR READING]
[01:20:20.120 --> 01:20:22.120]   [PAUSE FOR READING]
[01:20:22.120 --> 01:20:24.120]   [PAUSE FOR READING]
[01:20:24.120 --> 01:20:26.120]   [PAUSE FOR READING]
[01:20:26.120 --> 01:20:28.120]   [PAUSE FOR READING]
[01:20:28.120 --> 01:20:30.120]   [PAUSE FOR READING]
[01:20:30.120 --> 01:20:32.120]   [PAUSE FOR READING]
[01:20:32.120 --> 01:20:34.120]   [PAUSE FOR READING]
[01:20:34.120 --> 01:20:36.120]   [PAUSE FOR READING]
[01:20:36.120 --> 01:20:38.120]   [PAUSE FOR READING]
[01:20:38.120 --> 01:20:40.120]   [PAUSE FOR READING]
[01:20:40.120 --> 01:20:42.120]   [PAUSE FOR READING]
[01:20:42.120 --> 01:20:44.120]   [PAUSE FOR READING]
[01:20:44.120 --> 01:20:46.120]   [PAUSE FOR READING]
[01:20:46.120 --> 01:20:48.120]   [PAUSE FOR READING]
[01:20:48.120 --> 01:20:50.120]   [PAUSE FOR READING]
[01:20:50.120 --> 01:20:52.120]   [PAUSE FOR READING]
[01:20:52.120 --> 01:20:54.120]   [PAUSE FOR READING]
[01:20:54.120 --> 01:20:56.120]   [PAUSE FOR READING]
[01:20:56.120 --> 01:20:58.120]   [PAUSE FOR READING]
[01:20:58.120 --> 01:21:00.120]   [PAUSE FOR READING]
[01:21:00.120 --> 01:21:02.120]   [PAUSE FOR READING]
[01:21:02.120 --> 01:21:04.120]   [PAUSE FOR READING]
[01:21:04.120 --> 01:21:06.120]   [PAUSE FOR READING]
[01:21:06.120 --> 01:21:08.120]   [PAUSE FOR READING]
[01:21:08.120 --> 01:21:10.120]   [PAUSE FOR READING]
[01:21:10.120 --> 01:21:12.120]   [PAUSE FOR READING]
[01:21:12.120 --> 01:21:14.120]   [PAUSE FOR READING]
[01:21:14.120 --> 01:21:16.120]   [PAUSE FOR READING]
[01:21:16.120 --> 01:21:18.120]   [PAUSE FOR READING]
[01:21:18.120 --> 01:21:20.120]   [PAUSE FOR READING]
[01:21:20.120 --> 01:21:22.120]   [PAUSE FOR READING]
[01:21:22.120 --> 01:21:24.120]   [PAUSE FOR READING]
[01:21:24.120 --> 01:21:26.120]   [PAUSE FOR READING]
[01:21:26.120 --> 01:21:28.120]   [PAUSE FOR READING]
[01:21:28.120 --> 01:21:30.120]   [PAUSE FOR READING]
[01:21:30.120 --> 01:21:32.120]   [PAUSE FOR READING]
[01:21:32.120 --> 01:21:34.120]   [PAUSE FOR READING]

