
[00:00:00.000 --> 00:00:02.980]   [MUSIC PLAYING]
[01:52:13.440 --> 01:52:17.440]   [SIDE CONVERSATION]
[01:52:18.440 --> 01:52:21.440]   [SIDE CONVERSATION]
[01:52:21.440 --> 01:52:25.440]   [SIDE CONVERSATION]
[01:52:25.440 --> 01:52:29.440]   [SIDE CONVERSATION]
[01:52:29.440 --> 01:52:33.440]   [SIDE CONVERSATION]
[01:52:33.440 --> 01:52:37.440]   [SIDE CONVERSATION]
[01:52:37.440 --> 01:52:41.440]   [SIDE CONVERSATION]
[01:52:41.440 --> 01:52:45.440]   [SIDE CONVERSATION]
[01:52:46.440 --> 01:52:49.440]   [SIDE CONVERSATION]
[01:52:49.440 --> 01:52:53.440]   [SIDE CONVERSATION]
[01:52:53.440 --> 01:52:57.440]   [SIDE CONVERSATION]
[01:52:57.440 --> 01:53:01.440]   [SIDE CONVERSATION]
[01:53:01.440 --> 01:53:05.440]   [SIDE CONVERSATION]
[01:53:05.440 --> 01:53:09.440]   [SIDE CONVERSATION]
[01:53:09.440 --> 01:53:13.440]   [SIDE CONVERSATION]
[01:53:14.440 --> 01:53:17.440]   [SIDE CONVERSATION]
[01:53:17.440 --> 01:53:21.440]   [SIDE CONVERSATION]
[01:53:21.440 --> 01:53:25.440]   [SIDE CONVERSATION]
[01:53:25.440 --> 01:53:29.440]   [SIDE CONVERSATION]
[01:53:29.440 --> 01:53:33.440]   [SIDE CONVERSATION]
[01:53:33.440 --> 01:53:37.440]   [SIDE CONVERSATION]
[01:53:37.440 --> 01:53:41.440]   [SIDE CONVERSATION]
[01:53:42.440 --> 01:53:45.440]   [SIDE CONVERSATION]
[01:53:45.440 --> 01:53:49.440]   [SIDE CONVERSATION]
[01:53:49.440 --> 01:53:53.440]   [SIDE CONVERSATION]
[01:53:53.440 --> 01:53:57.440]   [SIDE CONVERSATION]
[01:53:57.440 --> 01:54:01.440]   [SIDE CONVERSATION]
[01:54:01.440 --> 01:54:05.440]   [SIDE CONVERSATION]
[01:54:05.440 --> 01:54:09.440]   [SIDE CONVERSATION]
[01:54:10.440 --> 01:54:13.440]   [SIDE CONVERSATION]
[01:54:13.440 --> 01:54:17.440]   [SIDE CONVERSATION]
[01:54:17.440 --> 01:54:21.440]   [SIDE CONVERSATION]
[01:54:21.440 --> 01:54:25.440]   [SIDE CONVERSATION]
[01:54:25.440 --> 01:54:29.440]   [SIDE CONVERSATION]
[01:54:29.440 --> 01:54:33.440]   [SIDE CONVERSATION]
[01:54:33.440 --> 01:54:37.440]   [SIDE CONVERSATION]
[01:54:38.440 --> 01:54:41.440]   [SIDE CONVERSATION]
[01:54:41.440 --> 01:54:45.440]   [SIDE CONVERSATION]
[01:54:45.440 --> 01:54:49.440]   [SIDE CONVERSATION]
[01:54:49.440 --> 01:54:53.440]   [SIDE CONVERSATION]
[01:54:53.440 --> 01:54:57.440]   [SIDE CONVERSATION]
[01:54:57.440 --> 01:55:01.440]   [SIDE CONVERSATION]
[01:55:01.440 --> 01:55:05.440]   [SIDE CONVERSATION]
[01:55:06.440 --> 01:55:09.440]   [SIDE CONVERSATION]
[01:55:09.440 --> 01:55:13.440]   [SIDE CONVERSATION]
[01:55:13.440 --> 01:55:17.440]   [SIDE CONVERSATION]
[01:55:17.440 --> 01:55:21.440]   [SIDE CONVERSATION]
[01:55:21.440 --> 01:55:25.440]   [SIDE CONVERSATION]
[01:55:25.440 --> 01:55:29.440]   [SIDE CONVERSATION]
[01:55:29.440 --> 01:55:33.440]   [SIDE CONVERSATION]
[01:55:34.440 --> 01:55:37.440]   [SIDE CONVERSATION]
[01:55:37.440 --> 01:55:41.440]   [SIDE CONVERSATION]
[01:55:41.440 --> 01:55:45.440]   [SIDE CONVERSATION]
[01:55:45.440 --> 01:55:49.440]   [SIDE CONVERSATION]
[01:55:49.440 --> 01:55:53.440]   [SIDE CONVERSATION]
[01:55:53.440 --> 01:55:57.440]   [SIDE CONVERSATION]
[01:55:57.440 --> 01:56:01.440]   [SIDE CONVERSATION]
[01:56:02.440 --> 01:56:05.440]   [SIDE CONVERSATION]
[01:56:05.440 --> 01:56:09.440]   [SIDE CONVERSATION]
[01:56:09.440 --> 01:56:13.440]   [SIDE CONVERSATION]
[01:56:13.440 --> 01:56:17.440]   [SIDE CONVERSATION]
[01:56:17.440 --> 01:56:21.440]   [SIDE CONVERSATION]
[01:56:21.440 --> 01:56:25.440]   [SIDE CONVERSATION]
[01:56:25.440 --> 01:56:29.440]   [SIDE CONVERSATION]
[01:56:30.440 --> 01:56:33.440]   [SIDE CONVERSATION]
[01:56:33.440 --> 01:56:37.440]   [SIDE CONVERSATION]
[01:56:37.440 --> 01:56:41.440]   [SIDE CONVERSATION]
[01:56:41.440 --> 01:56:45.440]   [SIDE CONVERSATION]
[01:56:45.440 --> 01:56:49.440]   [SIDE CONVERSATION]
[01:56:49.440 --> 01:56:53.440]   [SIDE CONVERSATION]
[01:56:53.440 --> 01:56:57.440]   [SIDE CONVERSATION]
[01:56:58.440 --> 01:57:01.440]   [SIDE CONVERSATION]
[01:57:01.440 --> 01:57:05.440]   [SIDE CONVERSATION]
[01:57:05.440 --> 01:57:09.440]   [SIDE CONVERSATION]
[01:57:09.440 --> 01:57:13.440]   [SIDE CONVERSATION]
[01:57:13.440 --> 01:57:17.440]   [SIDE CONVERSATION]
[01:57:17.440 --> 01:57:21.440]   [SIDE CONVERSATION]
[01:57:21.440 --> 01:57:25.440]   [SIDE CONVERSATION]
[01:57:26.440 --> 01:57:29.440]   [SIDE CONVERSATION]
[01:57:29.440 --> 01:57:33.440]   [SIDE CONVERSATION]
[01:57:33.440 --> 01:57:37.440]   [SIDE CONVERSATION]
[01:57:37.440 --> 01:57:41.440]   [SIDE CONVERSATION]
[01:57:41.440 --> 01:57:45.440]   [SIDE CONVERSATION]
[01:57:45.440 --> 01:57:49.440]   [SIDE CONVERSATION]
[01:57:49.440 --> 01:57:53.440]   [SIDE CONVERSATION]
[01:57:54.440 --> 01:57:57.440]   [SIDE CONVERSATION]
[01:57:57.440 --> 01:58:01.440]   [SIDE CONVERSATION]
[01:58:01.440 --> 01:58:05.440]   [SIDE CONVERSATION]
[01:58:05.440 --> 01:58:09.440]   [SIDE CONVERSATION]
[01:58:09.440 --> 01:58:13.440]   [SIDE CONVERSATION]
[01:58:13.440 --> 01:58:17.440]   [SIDE CONVERSATION]
[01:58:17.440 --> 01:58:21.440]   [SIDE CONVERSATION]
[01:58:22.440 --> 01:58:25.440]   [SIDE CONVERSATION]
[01:58:25.440 --> 01:58:29.440]   [SIDE CONVERSATION]
[01:58:29.440 --> 01:58:33.440]   [SIDE CONVERSATION]
[01:58:33.440 --> 01:58:37.440]   [SIDE CONVERSATION]
[01:58:37.440 --> 01:58:41.440]   [SIDE CONVERSATION]
[01:58:41.440 --> 01:58:45.440]   [SIDE CONVERSATION]
[01:58:45.440 --> 01:58:49.440]   [SIDE CONVERSATION]
[01:58:50.440 --> 01:58:53.440]   [SIDE CONVERSATION]
[01:58:53.440 --> 01:58:57.440]   [SIDE CONVERSATION]
[01:58:57.440 --> 01:59:01.440]   [SIDE CONVERSATION]
[01:59:01.440 --> 01:59:05.440]   [SIDE CONVERSATION]
[01:59:05.440 --> 01:59:09.440]   [SIDE CONVERSATION]
[01:59:09.440 --> 01:59:13.440]   [SIDE CONVERSATION]
[01:59:13.440 --> 01:59:17.440]   [SIDE CONVERSATION]
[01:59:18.440 --> 01:59:21.440]   [SIDE CONVERSATION]
[01:59:21.440 --> 01:59:25.440]   [SIDE CONVERSATION]
[01:59:25.440 --> 01:59:29.440]   [SIDE CONVERSATION]
[01:59:29.440 --> 01:59:33.440]   [SIDE CONVERSATION]
[01:59:33.440 --> 01:59:37.440]   [SIDE CONVERSATION]
[01:59:37.440 --> 01:59:41.440]   [SIDE CONVERSATION]
[01:59:41.440 --> 01:59:45.440]   [SIDE CONVERSATION]
[01:59:46.440 --> 01:59:49.440]   [SIDE CONVERSATION]
[01:59:49.440 --> 01:59:53.440]   [SIDE CONVERSATION]
[01:59:53.440 --> 01:59:57.440]   [SIDE CONVERSATION]
[01:59:57.440 --> 02:00:01.440]   [SIDE CONVERSATION]
[02:00:01.440 --> 02:00:05.440]   [SIDE CONVERSATION]
[02:00:05.440 --> 02:00:09.440]   [SIDE CONVERSATION]
[02:00:09.440 --> 02:00:13.440]   [SIDE CONVERSATION]
[02:00:14.440 --> 02:00:17.440]   [SIDE CONVERSATION]
[02:00:17.440 --> 02:00:21.440]   [SIDE CONVERSATION]
[02:00:21.440 --> 02:00:25.440]   [SIDE CONVERSATION]
[02:00:25.440 --> 02:00:29.440]   [SIDE CONVERSATION]
[02:00:29.440 --> 02:00:33.440]   [SIDE CONVERSATION]
[02:00:33.440 --> 02:00:37.440]   [SIDE CONVERSATION]
[02:00:37.440 --> 02:00:41.440]   [SIDE CONVERSATION]
[02:00:42.440 --> 02:00:45.440]   [SIDE CONVERSATION]
[02:00:45.440 --> 02:00:49.440]   [SIDE CONVERSATION]
[02:00:49.440 --> 02:00:53.440]   [SIDE CONVERSATION]
[02:00:53.440 --> 02:00:57.440]   [SIDE CONVERSATION]
[02:00:57.440 --> 02:01:01.440]   [SIDE CONVERSATION]
[02:01:01.440 --> 02:01:05.440]   [SIDE CONVERSATION]
[02:01:05.440 --> 02:01:09.440]   [SIDE CONVERSATION]
[02:01:10.440 --> 02:01:12.700]   (camera clicks)

