
[00:00:00.000 --> 00:00:06.920]   [BLANK_AUDIO]
[01:17:42.740 --> 01:17:45.500]   as you say, I'm committing, that we all together,
[01:17:45.500 --> 01:17:48.460]   even though we were deserving of hell,
[01:17:48.460 --> 01:17:51.820]   God yet still has given us permanent love.
[01:17:51.820 --> 01:17:55.100]   Even though you fall short of God's expectations
[01:17:55.100 --> 01:17:58.020]   every single day, even though you commit adultery
[01:17:58.020 --> 01:18:01.820]   on God every day, notice I said that?
[01:18:01.820 --> 01:18:03.540]   Notice I said that?
[01:18:03.540 --> 01:18:07.060]   I know that the scripture says you can't get a divorce
[01:18:07.060 --> 01:18:09.660]   in light of adultery, but what would it look like
[01:18:09.660 --> 01:18:12.340]   if you still stayed even in the midst of adultery?
[01:18:12.340 --> 01:18:17.620]   'Cause Jesus says, I will never leave you.
[01:18:18.500 --> 01:18:19.500]   I will forsake you.
[01:18:19.500 --> 01:18:23.740]   And he did it when he didn't even feel like it.
[01:18:23.740 --> 01:18:27.580]   I'm not feeling like loving you right now.
[01:18:27.580 --> 01:18:29.060]   If Jesus got to the point where he said,
[01:18:29.060 --> 01:18:31.620]   you know what, I really don't feel like it,
[01:18:31.620 --> 01:18:34.060]   we would be in bad shape, wouldn't we?
[01:18:34.060 --> 01:18:35.500]   But when he didn't feel like it,
[01:18:35.500 --> 01:18:37.620]   in the garden of Gethsemane, as he was saying,
[01:18:37.620 --> 01:18:39.300]   God, take this cup from me, he said,
[01:18:39.300 --> 01:18:40.820]   Lord, not in my will, but what?
[01:18:40.820 --> 01:18:43.300]   You will be done.
[01:18:43.300 --> 01:18:45.580]   And he took the cup.
[01:18:46.580 --> 01:18:51.580]   And he expressed the depth of his whole fast love toward us.
[01:18:51.580 --> 01:18:54.540]   And yet while we were rejecting him,
[01:18:54.540 --> 01:18:57.580]   he walked out of that garden and he bore our griefs
[01:18:57.580 --> 01:18:59.780]   and he carried our sorrows.
[01:18:59.780 --> 01:19:02.180]   He was whipped and he was beaten.
[01:19:02.180 --> 01:19:04.780]   He literally glued himself to a curl,
[01:19:04.780 --> 01:19:11.340]   tying himself to the church forever.
[01:19:14.500 --> 01:19:19.500]   He became our sin, gluing his sin to us,
[01:19:19.500 --> 01:19:22.660]   and then gluing his righteousness to us.
[01:19:22.660 --> 01:19:30.860]   That's what permanence was designed to display.
[01:19:30.860 --> 01:19:37.060]   That's why submission matters.
[01:19:37.060 --> 01:19:40.980]   That's why sacrificial, nourishing, cherishing love matters.
[01:19:40.980 --> 01:19:43.020]   That's why oneness matters.
[01:19:43.020 --> 01:19:44.780]   That's why permanence matters,
[01:19:44.780 --> 01:19:47.920]   because marriage is God's ordained mechanism
[01:19:47.920 --> 01:19:50.720]   to display the glory of his gospel grace
[01:19:50.720 --> 01:19:53.720]   to a dying world for them to behold it in and through you.
[01:19:53.720 --> 01:19:59.820]   You are a walking display of the gospel.
[01:19:59.820 --> 01:20:06.060]   That's why at the bottom, you should be married.
[01:20:06.060 --> 01:20:09.100]   Companionship, avoiding a commute,
[01:20:09.100 --> 01:20:11.900]   strong passions, hint, hint, that's all good.
[01:20:12.900 --> 01:20:17.060]   But that will not, not only sustain,
[01:20:17.060 --> 01:20:19.540]   but cause you to flourish.
[01:20:19.540 --> 01:20:22.300]   The reason why I fight in my marriage,
[01:20:22.300 --> 01:20:24.540]   the reason why I'm committed to my role,
[01:20:24.540 --> 01:20:26.300]   the reason why I do what I do,
[01:20:26.300 --> 01:20:28.780]   the reason why my wife does what she does
[01:20:28.780 --> 01:20:31.940]   is because the glory of God is at stake in our marriage,
[01:20:31.940 --> 01:20:34.580]   and that is the most valuable thing for us.
[01:20:34.580 --> 01:20:38.820]   His glory above all things.
[01:20:38.820 --> 01:20:40.180]   And so we're gonna stick it out.
[01:20:40.180 --> 01:20:41.300]   We're gonna make it work.
[01:20:41.300 --> 01:20:42.580]   We're gonna do what we gotta do,
[01:20:42.580 --> 01:20:45.500]   because we want the world to see the gospel.
[01:20:45.500 --> 01:20:48.260]   That's why you're married.
[01:20:48.260 --> 01:20:55.340]   Your marriage is infinitely bigger than you can imagine.
[01:20:55.340 --> 01:21:00.340]   Your marriage is infinitely bigger than you can imagine.
[01:21:00.340 --> 01:21:03.140]   I want you to feel that.
[01:21:03.140 --> 01:21:09.060]   It's God's walking, talking, living,
[01:21:09.060 --> 01:21:11.700]   tangible display of the greatest love act
[01:21:11.700 --> 01:21:13.140]   that eternity will ever know.
[01:21:13.140 --> 01:21:15.260]   I am with this.
[01:21:15.260 --> 01:21:18.940]   I wanted to get to the last point.
[01:21:18.940 --> 01:21:20.500]   I know y'all are getting tired.
[01:21:20.500 --> 01:21:27.740]   I'm gonna just say it real quick.
[01:21:27.740 --> 01:21:28.940]   Can I say it real quick?
[01:21:28.940 --> 01:21:29.780]   - Yes. - Yes.
[01:21:29.780 --> 01:21:31.620]   - You guys, you cool?
[01:21:31.620 --> 01:21:34.860]   Okay, 'cause this, this was dope.
[01:21:34.860 --> 01:21:35.940]   (audience laughing)
[01:21:35.940 --> 01:21:38.340]   This was my, yay, okay, Lord.
[01:21:38.340 --> 01:21:40.260]   Okay, okay, all right.
[01:21:40.260 --> 01:21:47.420]   When you embrace these roles,
[01:21:47.420 --> 01:21:49.300]   and you live within the nature
[01:21:49.300 --> 01:21:52.060]   of the way God designed marriage,
[01:21:52.060 --> 01:21:55.260]   there is a profound outcome, okay?
[01:21:55.260 --> 01:21:58.260]   There's a profound outcome.
[01:21:58.260 --> 01:21:59.740]   And this slammed me.
[01:21:59.740 --> 01:22:01.620]   And this is where, again, what this happens,
[01:22:01.620 --> 01:22:05.540]   my wife pointed this out, and it just, it got me.
[01:22:06.780 --> 01:22:09.180]   Go to Ephesians 5, turn to Ephesians 5.
[01:22:09.180 --> 01:22:14.420]   Go to verse 18.
[01:22:14.420 --> 01:22:21.900]   And do not be drunk with wine,
[01:22:21.900 --> 01:22:23.860]   for that is debauchery,
[01:22:23.860 --> 01:22:27.700]   but be filled with the Spirit.
[01:22:27.700 --> 01:22:32.700]   Natural question, how many of y'all want Spirit
[01:22:32.700 --> 01:22:33.780]   in your marriage?
[01:22:33.780 --> 01:22:36.300]   How many of y'all want Spirit?
[01:22:37.300 --> 01:22:39.780]   (audience laughing)
[01:22:39.780 --> 01:22:41.540]   Love, joy, peace, patience, kindness,
[01:22:41.540 --> 01:22:43.260]   faithfulness, goodness, right?
[01:22:43.260 --> 01:22:47.140]   Self-control, the fruit of the Spirit, okay?
[01:22:47.140 --> 01:22:50.740]   Now the question becomes this,
[01:22:50.740 --> 01:22:53.940]   how do you get more of that in your marriage?
[01:22:53.940 --> 01:22:57.300]   How do you get more of that in your marriage?
[01:22:57.300 --> 01:23:01.900]   Initially, when I looked at this,
[01:23:01.900 --> 01:23:06.900]   I didn't realize that this is a means passage.
[01:23:06.900 --> 01:23:12.180]   The part of simple, they call it,
[01:23:12.180 --> 01:23:15.420]   is a part of simple of means.
[01:23:15.420 --> 01:23:20.420]   Namely, how do you get the Spirit of God?
[01:23:20.420 --> 01:23:23.340]   I want love, joy, peace, patience, kindness,
[01:23:23.340 --> 01:23:25.580]   goodness, faithfulness, gentleness, and self-control.
[01:23:25.580 --> 01:23:28.300]   The Spirit of God will lead you into all truth.
[01:23:28.300 --> 01:23:29.380]   I want more truth.
[01:23:29.380 --> 01:23:33.140]   The Spirit of God is God in me.
[01:23:33.140 --> 01:23:36.260]   I wanna get more God in me.
[01:23:36.260 --> 01:23:38.340]   Because I'm gonna live with more power.
[01:23:38.340 --> 01:23:39.860]   I'm gonna live with more impact.
[01:23:39.860 --> 01:23:41.460]   I'm gonna live with more satisfaction.
[01:23:41.460 --> 01:23:43.660]   I'm gonna live with more joy, okay?
[01:23:43.660 --> 01:23:45.820]   So I need that, I want that.
[01:23:45.820 --> 01:23:47.980]   What's the means by which I get it?
[01:23:47.980 --> 01:23:56.180]   First, means, verse 19, addressing one another.
[01:23:56.180 --> 01:23:58.380]   So you get, you deal with the Spirit
[01:23:58.380 --> 01:24:00.700]   by addressing one another with songs, hymns, verses, songs.
[01:24:00.700 --> 01:24:01.620]   That's one.
[01:24:01.620 --> 01:24:05.340]   Verse 20, giving thanks always for everything to God.
[01:24:05.340 --> 01:24:10.340]   That's another means by which the Spirit fills you, okay?
[01:24:10.340 --> 01:24:12.580]   Look at the third way.
[01:24:12.580 --> 01:24:15.220]   This was a revelation to me.
[01:24:15.220 --> 01:24:19.380]   The third way that you get filled with the Holy Spirit,
[01:24:19.380 --> 01:24:22.580]   verse 21, submitting to one another
[01:24:22.580 --> 01:24:26.020]   out of reverence for Christ.
[01:24:26.020 --> 01:24:30.380]   And then, verse five to verse 22, wives submit.
[01:24:30.380 --> 01:24:34.380]   That verse 21 is connected
[01:24:34.380 --> 01:24:38.580]   to the entire passage on marriage.
[01:24:38.580 --> 01:24:41.420]   You see that?
[01:24:41.420 --> 01:24:46.420]   So verse 18 derives the rest of the entire chapter.
[01:24:46.420 --> 01:24:50.980]   You wanna be filled with the Holy Spirit, do verse 19.
[01:24:50.980 --> 01:24:53.620]   You wanna be filled with the Holy Spirit, do verse 20.
[01:24:53.620 --> 01:24:56.980]   You wanna be filled with the Holy Spirit, do verse 21,
[01:24:56.980 --> 01:25:00.380]   all the way down to verse 32, and you will gain spirit.
[01:25:00.380 --> 01:25:02.140]   So this is what that means.
[01:25:02.140 --> 01:25:04.540]   As you embrace your role, wives,
[01:25:04.540 --> 01:25:08.420]   husbands, as you embrace your role,
[01:25:08.420 --> 01:25:12.020]   as you live out the nature of what the relationship is
[01:25:12.020 --> 01:25:16.100]   according to God, that's how you get spirit in your marriage.
[01:25:16.100 --> 01:25:19.620]   It's the means by which you get it.
[01:25:19.620 --> 01:25:22.740]   Man, I need some spirit today, start submitting.
[01:25:22.740 --> 01:25:25.300]   I need some spirit today, start loving.
[01:25:25.300 --> 01:25:28.220]   I need some spirit today, start nourishing.
[01:25:28.220 --> 01:25:32.940]   As you engage in your role and in the nature,
[01:25:32.940 --> 01:25:35.620]   the spirit of God is going to indwell you.
[01:25:35.620 --> 01:25:39.860]   It's wonderful, it's wonderful.
[01:25:39.860 --> 01:25:44.060]   The outcome of living out the role, the nature,
[01:25:44.060 --> 01:25:51.020]   not only does it give us an anchor for our why,
[01:25:52.340 --> 01:25:55.580]   it gives us fuel to live, get out.
[01:25:55.580 --> 01:25:57.660]   Let's pray.
[01:25:57.660 --> 01:25:59.300]   God, we just come before you right now
[01:25:59.300 --> 01:26:01.820]   and thank you for your truth.
[01:26:01.820 --> 01:26:03.620]   Your truth is profound and good.
[01:26:03.620 --> 01:26:08.220]   And God, I pray that you would allow for it to transform us.
[01:26:08.220 --> 01:26:12.020]   As we engage more of God together,
[01:26:12.020 --> 01:26:17.020]   discussing, talking, fill us, God, with your Holy Spirit.
[01:26:17.020 --> 01:26:20.820]   Enable and empower us, God, to do these things.
[01:26:21.820 --> 01:26:25.860]   And God, I just pray that you, O God,
[01:26:25.860 --> 01:26:29.180]   would effect profound transformation and change,
[01:26:29.180 --> 01:26:35.180]   profound revelation and a depth within these marriages
[01:26:35.180 --> 01:26:36.900]   that God, you desire to see.
[01:26:36.900 --> 01:26:40.820]   And God, I pray that they never lose sight of the why
[01:26:40.820 --> 01:26:44.580]   and that that would anchor them,
[01:26:44.580 --> 01:26:49.780]   the glory of the gospel and the precious
[01:26:50.740 --> 01:26:51.740]   that it is.
[01:26:51.740 --> 01:26:52.740]   A temple of God.
[01:26:52.740 --> 01:26:52.740]   Peace.
[01:26:52.740 --> 01:26:54.780]   A temple of God.

