
[00:00:00.000 --> 00:00:02.300]   (coughing)
[01:37:29.800 --> 01:37:31.800]   [MUSIC PLAYING]
[01:37:31.800 --> 01:37:33.800]   [CHATTER]
[01:37:33.800 --> 01:37:35.800]   [MUSIC PLAYING]
[01:37:35.800 --> 01:37:37.800]   [CHATTER]
[01:37:37.800 --> 01:37:39.800]   [MUSIC PLAYING]
[01:37:39.800 --> 01:37:41.800]   [CHATTER]
[01:37:41.800 --> 01:37:43.800]   [MUSIC PLAYING]
[01:37:43.800 --> 01:37:45.800]   [CHATTER]
[01:37:45.800 --> 01:37:47.800]   [MUSIC PLAYING]
[01:37:47.800 --> 01:37:49.800]   [CHATTER]
[01:37:49.800 --> 01:37:51.800]   [MUSIC PLAYING]
[01:37:51.800 --> 01:37:53.800]   [CHATTER]
[01:37:53.800 --> 01:37:55.800]   [MUSIC PLAYING]
[01:37:55.800 --> 01:37:57.800]   [CHATTER]
[01:37:57.800 --> 01:37:59.800]   [MUSIC PLAYING]
[01:37:59.800 --> 01:38:01.800]   [CHATTER]
[01:38:01.800 --> 01:38:03.800]   [MUSIC PLAYING]
[01:38:03.800 --> 01:38:05.800]   [CHATTER]
[01:38:05.800 --> 01:38:07.800]   [MUSIC PLAYING]
[01:38:07.800 --> 01:38:09.800]   [CHATTER]
[01:38:09.800 --> 01:38:11.800]   [MUSIC PLAYING]
[01:38:11.800 --> 01:38:13.800]   [CHATTER]
[01:38:13.800 --> 01:38:15.800]   [MUSIC PLAYING]
[01:38:15.800 --> 01:38:17.800]   [CHATTER]
[01:38:17.800 --> 01:38:19.800]   [MUSIC PLAYING]
[01:38:19.800 --> 01:38:21.800]   [CHATTER]
[01:38:21.800 --> 01:38:23.800]   [MUSIC PLAYING]
[01:38:23.800 --> 01:38:25.800]   [CHATTER]
[01:38:25.800 --> 01:38:27.800]   [MUSIC PLAYING]
[01:38:27.800 --> 01:38:29.800]   [CHATTER]
[01:38:29.800 --> 01:38:31.800]   [MUSIC PLAYING]
[01:38:31.800 --> 01:38:33.800]   [CHATTER]
[01:38:33.800 --> 01:38:35.800]   [MUSIC PLAYING]
[01:38:35.800 --> 01:38:37.800]   [CHATTER]
[01:38:37.800 --> 01:38:39.800]   [MUSIC PLAYING]
[01:38:39.800 --> 01:38:41.800]   [CHATTER]
[01:38:41.800 --> 01:38:43.800]   [MUSIC PLAYING]
[01:38:43.800 --> 01:38:45.800]   [CHATTER]
[01:38:45.800 --> 01:38:47.800]   [MUSIC PLAYING]
[01:38:47.800 --> 01:38:49.800]   [CHATTER]
[01:38:49.800 --> 01:38:51.800]   [MUSIC PLAYING]
[01:38:51.800 --> 01:38:53.800]   [CHATTER]
[01:38:53.800 --> 01:38:55.800]   [MUSIC PLAYING]
[01:38:55.800 --> 01:38:57.800]   [CHATTER]
[01:38:57.800 --> 01:38:59.800]   [MUSIC PLAYING]
[01:38:59.800 --> 01:39:01.800]   [CHATTER]
[01:39:01.800 --> 01:39:03.800]   [MUSIC PLAYING]
[01:39:03.800 --> 01:39:05.800]   [CHATTER]
[01:39:05.800 --> 01:39:07.800]   [MUSIC PLAYING]
[01:39:07.800 --> 01:39:09.800]   [CHATTER]
[01:39:09.800 --> 01:39:11.800]   [MUSIC PLAYING]
[01:39:11.800 --> 01:39:13.800]   [CHATTER]
[01:39:13.800 --> 01:39:15.800]   [MUSIC PLAYING]
[01:39:15.800 --> 01:39:17.800]   [CHATTER]
[01:39:17.800 --> 01:39:19.800]   [MUSIC PLAYING]
[01:39:19.800 --> 01:39:21.800]   [CHATTER]
[01:39:21.800 --> 01:39:23.800]   [MUSIC PLAYING]
[01:39:23.800 --> 01:39:25.800]   [CHATTER]
[01:39:25.800 --> 01:39:27.800]   [MUSIC PLAYING]
[01:39:27.800 --> 01:39:29.800]   [CHATTER]
[01:39:29.800 --> 01:39:31.800]   [MUSIC PLAYING]
[01:39:31.800 --> 01:39:33.800]   [CHATTER]
[01:39:33.800 --> 01:39:35.800]   [MUSIC PLAYING]
[01:39:35.800 --> 01:39:37.800]   [CHATTER]
[01:39:37.800 --> 01:39:39.800]   [MUSIC PLAYING]
[01:39:39.800 --> 01:39:41.800]   [CHATTER]
[01:39:41.800 --> 01:39:43.800]   [MUSIC PLAYING]
[01:39:43.800 --> 01:39:45.800]   [CHATTER]
[01:39:45.800 --> 01:39:47.800]   [MUSIC PLAYING]
[01:39:47.800 --> 01:39:49.800]   [CHATTER]
[01:39:49.800 --> 01:39:51.800]   [MUSIC PLAYING]
[01:39:51.800 --> 01:39:53.800]   [CHATTER]
[01:39:53.800 --> 01:39:55.800]   [MUSIC PLAYING]
[01:39:55.800 --> 01:39:57.800]   [CHATTER]
[01:39:57.800 --> 01:39:59.800]   [MUSIC PLAYING]
[01:39:59.800 --> 01:40:01.800]   [CHATTER]
[01:40:01.800 --> 01:40:03.800]   [MUSIC PLAYING]
[01:40:03.800 --> 01:40:05.800]   [CHATTER]
[01:40:05.800 --> 01:40:07.800]   [MUSIC PLAYING]
[01:40:07.800 --> 01:40:09.800]   [CHATTER]
[01:40:09.800 --> 01:40:11.800]   [MUSIC PLAYING]
[01:40:11.800 --> 01:40:13.800]   [CHATTER]
[01:40:13.800 --> 01:40:15.800]   [MUSIC PLAYING]
[01:40:15.800 --> 01:40:17.800]   [CHATTER]
[01:40:17.800 --> 01:40:19.800]   [MUSIC PLAYING]
[01:40:19.800 --> 01:40:21.800]   [CHATTER]
[01:40:21.800 --> 01:40:23.800]   [MUSIC PLAYING]
[01:40:23.800 --> 01:40:25.800]   [CHATTER]
[01:40:25.800 --> 01:40:27.800]   [MUSIC PLAYING]
[01:40:27.800 --> 01:40:29.800]   [CHATTER]
[01:40:29.800 --> 01:40:31.800]   [MUSIC PLAYING]
[01:40:31.800 --> 01:40:33.800]   [CHATTER]
[01:40:33.800 --> 01:40:35.800]   [MUSIC PLAYING]
[01:40:35.800 --> 01:40:37.800]   [CHATTER]
[01:40:37.800 --> 01:40:39.800]   [MUSIC PLAYING]
[01:40:39.800 --> 01:40:41.800]   [CHATTER]
[01:40:41.800 --> 01:40:43.800]   [MUSIC PLAYING]
[01:40:43.800 --> 01:40:45.800]   [CHATTER]
[01:40:45.800 --> 01:40:47.800]   [MUSIC PLAYING]
[01:40:47.800 --> 01:40:49.800]   [CHATTER]
[01:40:49.800 --> 01:40:51.800]   [MUSIC PLAYING]
[01:40:51.800 --> 01:40:53.800]   [CHATTER]
[01:40:53.800 --> 01:40:55.800]   [MUSIC PLAYING]
[01:40:55.800 --> 01:40:57.800]   [CHATTER]
[01:40:57.800 --> 01:40:59.800]   [MUSIC PLAYING]
[01:40:59.800 --> 01:41:01.800]   [CHATTER]
[01:41:01.800 --> 01:41:03.800]   [MUSIC PLAYING]
[01:41:03.800 --> 01:41:05.800]   [CHATTER]
[01:41:05.800 --> 01:41:07.800]   [MUSIC PLAYING]
[01:41:07.800 --> 01:41:09.800]   [CHATTER]
[01:41:09.800 --> 01:41:11.800]   [MUSIC PLAYING]
[01:41:11.800 --> 01:41:13.800]   [CHATTER]
[01:41:13.800 --> 01:41:15.800]   [MUSIC PLAYING]
[01:41:15.800 --> 01:41:17.800]   [CHATTER]
[01:41:17.800 --> 01:41:19.800]   [MUSIC PLAYING]
[01:41:19.800 --> 01:41:21.800]   [CHATTER]
[01:41:21.800 --> 01:41:23.800]   [MUSIC PLAYING]
[01:41:23.800 --> 01:41:25.800]   [CHATTER]
[01:41:25.800 --> 01:41:27.800]   [MUSIC PLAYING]
[01:41:27.800 --> 01:41:29.800]   [CHATTER]
[01:41:29.800 --> 01:41:31.800]   [MUSIC PLAYING]
[01:41:31.800 --> 01:41:33.800]   [CHATTER]
[01:41:33.800 --> 01:41:35.800]   [MUSIC PLAYING]
[01:41:35.800 --> 01:41:37.800]   [CHATTER]
[01:41:37.800 --> 01:41:39.800]   [MUSIC PLAYING]
[01:41:39.800 --> 01:41:41.800]   [CHATTER]
[01:41:41.800 --> 01:41:43.800]   [MUSIC PLAYING]
[01:41:43.800 --> 01:41:45.800]   [CHATTER]
[01:41:45.800 --> 01:41:47.800]   [MUSIC PLAYING]
[01:41:47.800 --> 01:41:49.800]   [CHATTER]
[01:41:49.800 --> 01:41:51.800]   [MUSIC PLAYING]
[01:41:51.800 --> 01:41:53.800]   [CHATTER]
[01:41:53.800 --> 01:41:55.800]   [MUSIC PLAYING]
[01:41:55.800 --> 01:41:57.800]   [CHATTER]
[01:41:57.800 --> 01:41:59.800]   [MUSIC PLAYING]
[01:41:59.800 --> 01:42:01.800]   [CHATTER]
[01:42:01.800 --> 01:42:03.800]   [MUSIC PLAYING]
[01:42:03.800 --> 01:42:05.800]   [CHATTER]
[01:42:05.800 --> 01:42:07.800]   [MUSIC PLAYING]
[01:42:07.800 --> 01:42:09.800]   [CHATTER]
[01:42:09.800 --> 01:42:11.800]   [MUSIC PLAYING]
[01:42:11.800 --> 01:42:13.800]   [CHATTER]
[01:42:13.800 --> 01:42:15.800]   [MUSIC PLAYING]
[01:42:15.800 --> 01:42:17.800]   [CHATTER]
[01:42:17.800 --> 01:42:19.800]   [MUSIC PLAYING]
[01:42:19.800 --> 01:42:21.800]   [CHATTER]
[01:42:21.800 --> 01:42:23.800]   [MUSIC PLAYING]
[01:42:23.800 --> 01:42:25.800]   [CHATTER]
[01:42:25.800 --> 01:42:28.800]   [MUSIC PLAYING]

