
[00:00:00.000 --> 00:00:15.340]   ♪ ♪
[01:37:12.860 --> 01:37:16.840]   You don't really believe what you're trying to tell me.
[01:37:16.840 --> 01:37:19.720]   'Cause if you're telling me to come outside the camp,
[01:37:19.720 --> 01:37:21.080]   why are you in the camp?
[01:37:21.080 --> 01:37:25.060]   If you believe that blessing is outside the camp,
[01:37:25.060 --> 01:37:28.960]   why are you fighting so hard to make it inside the camp?
[01:37:29.960 --> 01:37:33.000]   To come out, to come out.
[01:37:33.000 --> 01:37:36.140]   Our refuge is with Him.
[01:37:36.140 --> 01:37:38.040]   Our life is with Him.
[01:37:38.040 --> 01:37:40.600]   Our life is now hidden with Christ.
[01:37:40.600 --> 01:37:45.360]   But when He comes in glory, we will be glorified with Him.
[01:37:45.360 --> 01:37:47.320]   So during this Christmas season,
[01:37:47.320 --> 01:37:50.480]   let's redeem what God has implanted in our culture.
[01:37:50.480 --> 01:37:53.620]   Let's redeem this opportunity,
[01:37:53.620 --> 01:37:56.120]   so when people ask us, "Why do you celebrate Christmas?"
[01:37:56.120 --> 01:37:58.520]   that we can tell them the hope that we have in Christ.
[01:37:58.520 --> 01:38:00.680]   Yes, we'll buy gifts, we'll celebrate,
[01:38:00.680 --> 01:38:03.280]   we'll get together with our brothers and sisters
[01:38:03.280 --> 01:38:06.400]   and family members, but in the midst of all of that,
[01:38:06.400 --> 01:38:11.400]   let's not forget why we celebrate.
[01:38:11.400 --> 01:38:14.960]   Christ came, He who knew no sin,
[01:38:14.960 --> 01:38:17.480]   became sin for us, so that you and I
[01:38:17.480 --> 01:38:19.920]   may become the righteousness of God.
[01:38:19.920 --> 01:38:22.720]   And let's have every part of that
[01:38:22.720 --> 01:38:25.460]   make an impact in our hearts and in our lives.
[01:38:26.520 --> 01:38:28.680]   If you would take a minute to pray with me.
[01:38:28.680 --> 01:38:36.440]   Again, as our worship team leads us,
[01:38:36.440 --> 01:38:41.480]   if I can ask you to take a minute
[01:38:41.480 --> 01:38:45.680]   to surrender your life to Christ,
[01:38:45.680 --> 01:38:48.960]   what have you coveted in your heart
[01:38:48.960 --> 01:38:51.560]   that's squeezing out and quenching the Holy Spirit?
[01:38:54.600 --> 01:38:57.520]   Coveting isn't just about material things.
[01:38:57.520 --> 01:39:00.680]   You can covet other people's affections,
[01:39:00.680 --> 01:39:04.280]   you can covet your leisure time,
[01:39:04.280 --> 01:39:06.120]   you can covet material things,
[01:39:06.120 --> 01:39:10.280]   you can covet other families,
[01:39:10.280 --> 01:39:14.380]   you can covet the past, you can covet the future.
[01:39:14.380 --> 01:39:19.240]   But when coveting takes hold of our hearts,
[01:39:19.240 --> 01:39:23.940]   it squeezes out the powerful work of Christ.
[01:39:23.940 --> 01:39:26.840]   So let's come before the Lord and surrender.
[01:39:26.840 --> 01:39:29.460]   If we really believe that Christ is life,
[01:39:29.460 --> 01:39:32.960]   does our life reflect our confession?
[01:39:32.960 --> 01:39:36.200]   So let's take some time to pray and to reflect
[01:39:36.200 --> 01:39:38.320]   and to surrender as our worship team leads us.
[01:39:38.320 --> 01:39:39.160]   Let's pray.
[01:39:39.160 --> 01:39:43.480]   (soft piano music)
[01:39:43.480 --> 01:39:46.400]   (soft piano music)
[01:39:46.400 --> 01:39:49.320]   (soft piano music)
[01:39:49.320 --> 01:39:52.240]   (soft piano music)
[01:39:52.240 --> 01:39:55.160]   (soft piano music)
[01:39:55.160 --> 01:39:58.080]   (soft piano music)
[01:39:59.080 --> 01:40:02.000]   (soft piano music)
[01:40:02.000 --> 01:40:04.920]   (soft piano music)
[01:40:04.920 --> 01:40:07.840]   (soft piano music)
[01:40:07.840 --> 01:40:15.860]   (soft piano music)
[01:40:15.860 --> 01:40:23.780]   (soft piano music)
[01:40:23.780 --> 01:40:30.900]   (soft piano music)
[01:40:30.900 --> 01:40:33.820]   (soft piano music)
[01:40:33.820 --> 01:40:43.740]   (soft piano music)
[01:40:43.740 --> 01:40:51.660]   (soft piano music)
[01:40:59.820 --> 01:41:02.740]   (soft piano music)
[01:41:02.740 --> 01:41:17.740]   (soft piano music)
[01:41:17.740 --> 01:41:20.660]   (soft piano music)
[01:41:20.660 --> 01:41:41.580]   (soft piano music)
[01:41:42.500 --> 01:41:45.420]   (soft piano music)
[01:41:45.420 --> 01:42:04.340]   (soft piano music)
[01:42:04.340 --> 01:42:07.260]   (soft piano music)
[01:42:07.260 --> 01:42:20.840]   Let's all stand up for the closing praise.
[01:42:20.840 --> 01:42:27.260]   (soft piano music)
[01:42:27.260 --> 01:42:30.180]   (soft piano music)
[01:42:30.180 --> 01:42:38.180]   ♪ It's then the newborn cry ♪
[01:42:38.180 --> 01:42:43.180]   ♪ It's then the newborn cry ♪
[01:42:43.180 --> 01:42:49.180]   ♪ Then the light of every sunrise ♪
[01:42:49.180 --> 01:42:55.180]   ♪ Then the shadows of this life ♪
[01:42:55.180 --> 01:43:00.180]   ♪ Your great grace ♪
[01:43:00.180 --> 01:43:05.180]   ♪ Is there on the mountain top ♪
[01:43:05.180 --> 01:43:11.180]   ♪ There in the everyday and the blinding ♪
[01:43:11.180 --> 01:43:17.180]   ♪ There in the sorrow and the dancing ♪
[01:43:17.180 --> 01:43:20.180]   ♪ Your great grace ♪
[01:43:20.180 --> 01:43:23.180]   ♪ Oh such grace ♪
[01:43:24.180 --> 01:43:29.180]   ♪ From the creation to the cross ♪
[01:43:29.180 --> 01:43:35.180]   ♪ And there from the cross into eternity ♪
[01:43:35.180 --> 01:43:40.180]   ♪ Your grace finds me ♪
[01:43:40.180 --> 01:43:46.180]   ♪ Yes your grace finds me ♪
[01:43:50.180 --> 01:43:55.180]   ♪ It's there on the wedding day ♪
[01:43:55.180 --> 01:44:01.180]   ♪ There in the weekend by the poolside ♪
[01:44:01.180 --> 01:44:07.180]   ♪ There in the valley of your healing ♪
[01:44:07.180 --> 01:44:10.180]   ♪ Your great grace ♪
[01:44:10.180 --> 01:44:12.180]   Sing for the rich and poor.
[01:44:12.180 --> 01:44:17.180]   ♪ Sing for the rich and poor ♪
[01:44:18.180 --> 01:44:23.180]   ♪ Sing for the sane and for the sinner ♪
[01:44:23.180 --> 01:44:29.180]   ♪ And now for this whole wide world ♪
[01:44:29.180 --> 01:44:32.180]   ♪ Your great grace ♪
[01:44:32.180 --> 01:44:35.180]   ♪ Oh such grace ♪
[01:44:35.180 --> 01:44:37.180]   ♪ From the creation ♪
[01:44:37.180 --> 01:44:42.180]   ♪ From the creation to the cross ♪
[01:44:43.180 --> 01:44:48.180]   ♪ And there from the cross into eternity ♪
[01:44:48.180 --> 01:44:53.180]   ♪ Your grace finds me ♪
[01:44:53.180 --> 01:44:59.180]   ♪ Yes your grace finds me ♪
[01:44:59.180 --> 01:45:03.180]   ♪ There in the darkest night ♪
[01:45:03.180 --> 01:45:08.180]   ♪ There in the darkest night of the soul ♪
[01:45:09.180 --> 01:45:13.740]   ♫ And the sweetest songs of victory
[01:45:13.740 --> 01:45:17.160]   ♫ Your grace finds me
[01:45:17.160 --> 01:45:23.540]   ♫ Yes, your grace finds me
[01:45:23.540 --> 01:45:26.860]   Your great grace.
[01:45:26.860 --> 01:45:30.120]   ♫ Your great grace
[01:45:30.120 --> 01:45:33.180]   ♫ Oh such grace
[01:45:33.180 --> 01:45:36.280]   ♫ Your great grace
[01:45:36.280 --> 01:45:39.280]   ♫ Oh such grace
[01:45:39.280 --> 01:45:41.500]   ♫ From the creation
[01:45:41.500 --> 01:45:45.660]   ♫ From the creation to the cross
[01:45:45.660 --> 01:45:52.040]   ♫ There from the cross into eternity
[01:45:52.040 --> 01:45:55.460]   ♫ Your grace finds me
[01:45:55.460 --> 01:46:01.840]   ♫ Yes, your grace finds me
[01:46:01.840 --> 01:46:05.000]   ♫ Your grace finds me
[01:46:05.000 --> 01:46:12.160]   ♫ There in the darkest night of the soul
[01:46:12.160 --> 01:46:18.560]   ♫ There in the sweetest songs of victory
[01:46:18.560 --> 01:46:21.980]   ♫ Your grace finds me
[01:46:21.980 --> 01:46:28.480]   ♫ Yes, your grace finds me
[01:46:28.480 --> 01:46:31.060]   (gentle music)
[01:46:31.060 --> 01:46:33.140]   Let's pray.
[01:46:33.140 --> 01:46:39.840]   The Lord bless you and keep you.
[01:46:39.840 --> 01:46:42.980]   The Lord make his face shine upon you
[01:46:42.980 --> 01:46:44.980]   and be gracious to you.
[01:46:44.980 --> 01:46:47.640]   The Lord lift up his countenance on you
[01:46:47.640 --> 01:46:49.220]   and give you peace.
[01:46:49.220 --> 01:46:52.200]   Lord, we pray that this benediction
[01:46:52.200 --> 01:46:54.500]   will be true in our lives.
[01:46:54.500 --> 01:46:58.140]   That you would not turn your face from us.
[01:46:58.140 --> 01:47:00.600]   That we would come to you for our refuge,
[01:47:00.600 --> 01:47:02.440]   for our life,
[01:47:02.440 --> 01:47:04.620]   and in our busy season during this Christmas,
[01:47:04.620 --> 01:47:07.460]   help us, Lord God, to exalt Christ
[01:47:07.460 --> 01:47:09.740]   who has reversed our curse.
[01:47:09.740 --> 01:47:12.620]   That we might become the righteousness of God.
[01:47:12.620 --> 01:47:15.560]   That our hope would not be shaken.
[01:47:15.560 --> 01:47:19.080]   That we would run to you, Father God, for all things.
[01:47:19.080 --> 01:47:21.660]   May Christ be exalted.
[01:47:21.660 --> 01:47:23.900]   That this people who are living in this fallen world
[01:47:23.900 --> 01:47:26.860]   will know that there is salvation
[01:47:26.860 --> 01:47:29.780]   in the name of Jesus Christ alone.
[01:47:29.780 --> 01:47:32.180]   May Christ be exalted this Christmas season.
[01:47:32.180 --> 01:47:34.520]   In Jesus' name we pray, amen.
[01:47:34.520 --> 01:47:37.100]   (gentle music)
[01:47:37.100 --> 01:47:40.940]   (singing in foreign language)
[01:47:40.940 --> 01:47:45.940]   ♪ He called them Jesus ♪
[01:47:45.940 --> 01:47:51.160]   ♪ He came to them ♪
[01:47:51.160 --> 01:47:56.660]   ♪ He went for you ♪
[01:47:56.660 --> 01:48:02.120]   ♪ You came with God ♪
[01:48:02.120 --> 01:48:07.440]   ♪ To buy my father ♪
[01:48:08.080 --> 01:48:13.080]   ♪ An empty grave is there to save your life ♪
[01:48:13.080 --> 01:48:23.980]   ♪ Because in this I can face tomorrow ♪
[01:48:23.980 --> 01:48:34.080]   ♪ Because in you all fear is gone ♪
[01:48:35.080 --> 01:48:40.080]   ♪ All fear is gone ♪
[01:48:40.080 --> 01:48:45.780]   ♪ Because I know ♪
[01:48:45.780 --> 01:48:51.220]   ♪ He holds the fear ♪
[01:48:51.220 --> 01:48:56.480]   ♪ And life is worth the living ♪
[01:48:56.480 --> 01:48:59.900]   ♪ Just because He lives ♪
[01:48:59.900 --> 01:49:02.480]   (gentle music)
[01:49:02.480 --> 01:49:14.060]   ♪ You spread out the skies ♪
[01:49:14.060 --> 01:49:17.000]   ♪ Over empty space ♪
[01:49:17.000 --> 01:49:18.500]   ♪ Said let there be light ♪

