
[00:00:00.000 --> 00:00:08.320]   Amazing grace, how sweet the sound.
[01:45:41.400 --> 01:45:45.400]   And I find that very, very cool.
[01:45:45.400 --> 01:45:49.400]   I'm gonna just do one little last exercise
[01:45:49.400 --> 01:45:51.400]   just for your benefit.
[01:45:51.400 --> 01:45:54.400]   I like maps.
[01:45:54.400 --> 01:45:56.400]   It helps me kind of mentally
[01:45:56.400 --> 01:45:58.400]   to track what's going on where.
[01:45:58.400 --> 01:46:02.400]   Verse 15 to 17 is just one long verse.
[01:46:02.400 --> 01:46:04.400]   Okay?
[01:46:05.400 --> 01:46:08.400]   But there's some geography that's mentioned here.
[01:46:08.400 --> 01:46:12.400]   So Paul says, after he got saved,
[01:46:12.400 --> 01:46:17.400]   he says, so he was in Damascus.
[01:46:17.400 --> 01:46:20.400]   So I didn't go up to Jerusalem,
[01:46:20.400 --> 01:46:22.400]   to those who were apostles before me,
[01:46:22.400 --> 01:46:24.400]   but I went away to Arabia,
[01:46:24.400 --> 01:46:26.400]   which is a little bit south.
[01:46:26.400 --> 01:46:29.400]   And then returned once more to Damascus.
[01:46:29.400 --> 01:46:31.400]   Then three years later,
[01:46:31.400 --> 01:46:34.400]   I went down, technically, to Jerusalem.
[01:46:34.400 --> 01:46:36.400]   So one thing that I observed is,
[01:46:36.400 --> 01:46:38.400]   there is no, I ever go down to Jerusalem.
[01:46:38.400 --> 01:46:40.400]   And I wonder if that's the figure of speech.
[01:46:40.400 --> 01:46:42.400]   Is it always up?
[01:46:42.400 --> 01:46:44.400]   But anyway, he goes to Jerusalem
[01:46:44.400 --> 01:46:47.400]   to get acquainted with Peter, Cephas.
[01:46:47.400 --> 01:46:53.400]   And then later, he goes to Syria, up north,
[01:46:53.400 --> 01:47:00.400]   and Cilicia, his area of origin and birth and his youth.
[01:47:00.400 --> 01:47:02.400]   Okay?
[01:47:03.400 --> 01:47:06.400]   So that's the wrap up for today.
[01:47:06.400 --> 01:47:09.400]   It's pretty meaty, it's pretty heavy.
[01:47:09.400 --> 01:47:11.400]   And my knees are knocking as I'm always trying to prepare
[01:47:11.400 --> 01:47:13.400]   the wrap up, I'm like, what do I talk,
[01:47:13.400 --> 01:47:15.400]   how do I address this?
[01:47:15.400 --> 01:47:17.400]   But hopefully you can make sense of
[01:47:17.400 --> 01:47:20.400]   a lot of the things that we talk about in the wrap up
[01:47:20.400 --> 01:47:24.400]   as you're plowing through the text yourselves.
[01:47:24.400 --> 01:47:26.400]   All right?
[01:47:26.400 --> 01:47:28.400]   I'm gonna just do a couple of announcements,
[01:47:28.400 --> 01:47:30.400]   upcoming events, and then I'm gonna talk about
[01:47:30.400 --> 01:47:32.400]   the discussion questions.
[01:47:32.400 --> 01:47:34.400]   Next week, we don't have Bible study.
[01:47:34.400 --> 01:47:36.400]   Hopefully you guys knew that.
[01:47:36.400 --> 01:47:38.400]   Next Wednesday, we don't have any Bible study.
[01:47:38.400 --> 01:47:40.400]   On Friday at 7.30, we're gonna have
[01:47:40.400 --> 01:47:42.400]   our all church praise and prayer.
[01:47:42.400 --> 01:47:44.400]   This isn't something where like,
[01:47:44.400 --> 01:47:46.400]   hey, no Bible study, I get a week off.
[01:47:46.400 --> 01:47:48.400]   No, this is actually when we wanna make
[01:47:48.400 --> 01:47:50.400]   a concentrated effort to gather together
[01:47:50.400 --> 01:47:53.400]   to really pray for the needs of the church,
[01:47:53.400 --> 01:47:55.400]   for the needs of our members.
[01:47:55.400 --> 01:47:59.400]   So please do make it a priority to come at 7.30.
[01:48:00.400 --> 01:48:03.400]   For you guys who are interested in being members
[01:48:03.400 --> 01:48:05.400]   of the church and are not yet,
[01:48:05.400 --> 01:48:08.400]   our next membership class will start in a couple weeks.
[01:48:08.400 --> 01:48:13.400]   And so if you can, do sign up for that through this link.
[01:48:13.400 --> 01:48:17.400]   For you guys who are aware that
[01:48:17.400 --> 01:48:19.400]   the Reformation Night is coming up,
[01:48:19.400 --> 01:48:21.400]   it's on Tuesday night, October 31st,
[01:48:21.400 --> 01:48:24.400]   and we actually do need a lot of volunteers
[01:48:24.400 --> 01:48:27.400]   to host trunks, to donate candy,
[01:48:27.400 --> 01:48:29.400]   to donate goods and things like that.
[01:48:29.400 --> 01:48:32.400]   You do have to be a member, okay?
[01:48:32.400 --> 01:48:36.400]   So please do volunteer if you are able.
[01:48:36.400 --> 01:48:38.400]   And Sunday, November 19th,
[01:48:38.400 --> 01:48:41.400]   we are having our regional Thanksgiving dinner.
[01:48:41.400 --> 01:48:45.400]   But we are right now, we only have enough homes
[01:48:45.400 --> 01:48:48.400]   for like just maybe a quarter of our church, okay?
[01:48:48.400 --> 01:48:51.400]   So in the event you are willing to,
[01:48:51.400 --> 01:48:53.400]   give you a reason to clean your house and stuff,
[01:48:53.400 --> 01:48:57.400]   but if you're willing to host a Thanksgiving dinner,
[01:48:58.400 --> 01:49:01.400]   we do need more host homes, okay?
[01:49:01.400 --> 01:49:04.400]   One last very important announcement.
[01:49:04.400 --> 01:49:09.400]   Our church, we're having a cleaning and maintenance day
[01:49:09.400 --> 01:49:11.400]   on Saturday, October 7th at 9 a.m.
[01:49:11.400 --> 01:49:14.400]   Refreshments and coffee is gonna be provided.
[01:49:14.400 --> 01:49:19.400]   If you guys can, right now, check your calendars.
[01:49:19.400 --> 01:49:23.400]   And if you are able to help beautify
[01:49:23.400 --> 01:49:26.400]   the facilities of our church campus,
[01:49:27.400 --> 01:49:31.400]   please go on this right now and sign up for that.
[01:49:31.400 --> 01:49:34.400]   And I'll give you like seven seconds.
[01:49:34.400 --> 01:49:50.400]   Okay, and then here are the prep questions for September 27th.
[01:49:50.400 --> 01:49:54.400]   It's to read, excuse me.
[01:49:55.400 --> 01:50:00.400]   Read and inductively prepare.
[01:50:00.400 --> 01:50:06.400]   The last six verse, seven, hairball.
[01:50:06.400 --> 01:50:10.400]   Galatians 1, 18 to 24.
[01:50:10.400 --> 01:50:13.400]   And then question number two,
[01:50:13.400 --> 01:50:16.400]   what's the significance of Paul's visit with Cephas
[01:50:16.400 --> 01:50:19.400]   and the apostle James?
[01:50:19.400 --> 01:50:21.400]   One thing you'll discover is that
[01:50:22.400 --> 01:50:26.400]   James, the brother of John, was killed in Acts chapter 12.
[01:50:26.400 --> 01:50:29.400]   This is James, the brother of Jesus.
[01:50:29.400 --> 01:50:32.400]   He's an apostle?
[01:50:32.400 --> 01:50:36.400]   So I'm gonna think through, okay?
[01:50:36.400 --> 01:50:40.400]   And then what exactly were the churches of Judea
[01:50:40.400 --> 01:50:42.400]   glorifying God in?
[01:50:42.400 --> 01:50:45.400]   Don't just write down the verse, here, verse 24,
[01:50:45.400 --> 01:50:47.400]   and they were glorifying God because of me.
[01:50:47.400 --> 01:50:49.400]   Like, but what?
[01:50:49.400 --> 01:50:51.400]   What was it that they were glorifying God in?
[01:50:51.400 --> 01:50:52.400]   Okay?
[01:50:52.400 --> 01:50:56.400]   So for tonight, with the remainder of your time,
[01:50:56.400 --> 01:51:00.400]   these are, so usually before we do the Bible study,
[01:51:00.400 --> 01:51:04.400]   the lesson, a lot of it's giving you an opportunity
[01:51:04.400 --> 01:51:06.400]   to share the things that you've wrestled with,
[01:51:06.400 --> 01:51:08.400]   that you've dug into, that you've examined
[01:51:08.400 --> 01:51:10.400]   and explored at home,
[01:51:10.400 --> 01:51:13.400]   and now you're sharing with the group.
[01:51:13.400 --> 01:51:15.400]   And then the wrap up isn't supposed to be like,
[01:51:15.400 --> 01:51:17.400]   I'm gonna answer every question.
[01:51:17.400 --> 01:51:20.400]   A lot of it is to tie in, to lead into application.
[01:51:20.400 --> 01:51:23.400]   And then the follow up discussion is actually
[01:51:23.400 --> 01:51:25.400]   supposed to be for a time where you're actually
[01:51:25.400 --> 01:51:28.400]   not just studying the text as an academic exercise,
[01:51:28.400 --> 01:51:30.400]   but you're trying to figure out,
[01:51:30.400 --> 01:51:32.400]   what does this mean for me as a child of God
[01:51:32.400 --> 01:51:35.400]   to feed off of his word and to submit to his truth?
[01:51:35.400 --> 01:51:37.400]   What does that mean?
[01:51:37.400 --> 01:51:39.400]   And so these application questions
[01:51:39.400 --> 01:51:41.400]   are not here to probe into your life,
[01:51:41.400 --> 01:51:46.400]   it's trying to push you to submit yourselves
[01:51:46.400 --> 01:51:48.400]   to the word of God, okay?
[01:51:49.400 --> 01:51:50.400]   So the first question that I have here
[01:51:50.400 --> 01:51:53.400]   is to share briefly about your former manner of life
[01:51:53.400 --> 01:51:56.400]   outside of Christ, if you are a believer.
[01:51:56.400 --> 01:51:59.400]   If you're not sure whether you're a believer or not,
[01:51:59.400 --> 01:52:02.400]   that's fine to share, okay?
[01:52:02.400 --> 01:52:04.400]   But if you are a believer,
[01:52:04.400 --> 01:52:08.400]   explain what your life was like before Jesus.
[01:52:08.400 --> 01:52:11.400]   How did God call you?
[01:52:11.400 --> 01:52:14.400]   And then to what did God call you?
[01:52:14.400 --> 01:52:17.400]   Some of us may have never thought about this question,
[01:52:18.400 --> 01:52:19.400]   but what did God call me?
[01:52:19.400 --> 01:52:21.400]   Well, duh, the church.
[01:52:21.400 --> 01:52:23.400]   What is your role?
[01:52:23.400 --> 01:52:25.400]   Okay?
[01:52:25.400 --> 01:52:27.400]   Number two, in what ways are you obedient
[01:52:27.400 --> 01:52:29.400]   to the call of God in your life?
[01:52:29.400 --> 01:52:32.400]   In what ways are you falling short?
[01:52:32.400 --> 01:52:38.400]   Third, do you have zeal for the church of God?
[01:52:38.400 --> 01:52:41.400]   And how do you objectively discern
[01:52:41.400 --> 01:52:45.400]   whether you are building up or hurting the church?
[01:52:45.400 --> 01:52:47.400]   And what are ways that your group members
[01:52:47.400 --> 01:52:50.400]   can stimulate you towards love and good deeds?
[01:52:50.400 --> 01:52:52.400]   Okay?
[01:52:52.400 --> 01:52:54.400]   So let me pray for us, and then we'll dismiss.
[01:52:54.400 --> 01:52:57.400]   Father, thank you for the joy
[01:52:57.400 --> 01:53:00.400]   of just diving into hard texts
[01:53:00.400 --> 01:53:03.400]   like we see here in Galatians 1.
[01:53:03.400 --> 01:53:06.400]   I pray that you would give us just insight,
[01:53:06.400 --> 01:53:12.400]   give us just a heart that just really desires
[01:53:12.400 --> 01:53:15.400]   to submit ourselves to all of your truth.
[01:53:16.400 --> 01:53:18.400]   So we pray that as we fellowship,
[01:53:18.400 --> 01:53:20.400]   that it will be centered on Christ,
[01:53:20.400 --> 01:53:25.400]   that we will be really hedged in by your word and your truth,
[01:53:25.400 --> 01:53:29.400]   and cause us, Lord God, just to be humble before one another,
[01:53:29.400 --> 01:53:31.400]   to be vulnerable before one another,
[01:53:31.400 --> 01:53:33.400]   to really love each other,
[01:53:33.400 --> 01:53:35.400]   and to lift one another up,
[01:53:35.400 --> 01:53:39.400]   Lord, for your glory and for our joy.
[01:53:39.400 --> 01:53:41.400]   So we thank you, Lord, for our time,
[01:53:41.400 --> 01:53:43.400]   and we pray this in Jesus' name.
[01:53:43.400 --> 01:53:44.400]   Amen.
[01:53:44.400 --> 01:53:45.400]   Amen.
[01:53:45.400 --> 01:53:46.400]   Amen.
[01:53:47.400 --> 01:53:49.400]   [Silence]
[01:53:49.400 --> 01:53:51.400]   [Silence]
[01:53:52.400 --> 01:53:54.400]   [Silence]
[01:53:54.400 --> 01:54:04.400]   [BLANK_AUDIO]

